text,label
"Its made a little wider than the Apple one. The Apple one fits into the slot on my bumper but this one is too wide, so I had to cut off some of the plastic with a knife.",Negative
The materials and design are not nearly as durable as the ones that come with your phone. These are delicate and easily broken. I ordered 2 and 1 didn't work at all.,Negative
"cord should be at least 1 m long, not 12&34;. even a good price doesnt save this bad product. and when you call the company -it's &34;oh we're sorry - it's out of stock - thats why we sent the short ones.&34;",Negative
"I waited almost 2 months for this product and when I finally got it, it didn't even work. The worst dollar ever spent. :(",Negative
"I rarely used it to begin with, but now it just won't even charge or work at all.  It's very frustrating.",Negative
Charges up my Iphod (iphone i use as an ipod since i wouldnt be caught dead with an iphone as my phone),Negative
I can't tell the difference between this cable and te one that came with my iPhone. And for only a buck you can't go wrong. I highly recommend this.,Negative
"I keep one in my plug in, one in my computer, laptop, Pickup, kitchen and a couple other places. I bought a lots of these so I won't lose any calls.",Negative
"Bought two USB cables.  Thought I'd give it a whirl.  Took a while to receive them, turns out neither of them work...Don't waste your time and money.",Negative
Don't even work I hate this product it stop workin after 10mins ill never buy from this company again worst money spent its dont cost a lot for a good reason cause it beyond cheap,Negative
"Broke 2 months after using due to pulling from the cord, not from the plug head. BIG LESSON THERE. the cord will separate rendering the cord useless.",Negative
It.s hard to rate it because I have not got it yet and I do not know what the hangup is I payed my bill but no cable yet.,Negative
"cheep is cheep, if you're gonna get this put  tape around the either end to help reinforce the weak spots at either end and DO NOT pull n the cord itself to disconnect.",Negative
After a few weeks it started acting up for some odd reason and I really don't know why! Its frustrating too!,Negative
"The apple charger surely is poor quality. Last time i wrote a review about how bad it is & it broke when i used it. But the owner is not. After my last review the seller (YOU) called me, i got the voicemail but then i don't want a refund because it's only $1 & i don't have time to put the mail and stuff together. Few days later i got a new one, without asking. Thanks for being a trustful seller.",Negative
"I'm not sure why this is called a charging cable, it does not work as such. We didn't get it for about 8 weeks after ordering and ended up getting a refund, but it didn't matter about the money, the wait time was frustrating (we obviously ordered it for a reason, we needed it). After all that waiting it didn't work. Don't waste your time or your dollar.",Negative
